Á¶°Çº°ºÐ¼®,,,,,,,,,
[°Ë»öÁ¶°Ç],,,,,,,,,
,ºÐ·ù: Áö»ó,,,,,,,,
,¿ä¼Ò : ±â¿Â,,,,,,,,
,°Ë»ö±¸ºÐ : ¿ù,,,,,,,,
,Áö¿ª/ÁöÁ¡¸í : °­¸ª,,,,,,,,
,±â°£ : 1904 ~ 2025³â 01 ~ 12¿ù,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"	",,,,,,,,,
"		ÁöÁ¡¹øÈ£",ÁöÁ¡¸í,ÀÏ½Ã,Æò±Õ±â¿Â(¡É),Æò±ÕÃÖ°í±â¿Â(¡É),ÃÖ°í±â¿Â(¡É),"	ÃÖ°í±â¿ÂÀÏÀÚ",Æò±ÕÃÖÀú±â¿Â(¡É),ÃÖÀú±â¿Â(¡É),ÃÖÀú±â¿ÂÀÏÀÚ
"		105",°­¸ª,Dec-77,5.2,9.8,17,1977-12-15,1.6,-5.3,1977-12-26
"		105",°­¸ª,Jan-78,0.6,5.2,11.3,1978-01-26,-3.1,-12,1978-01-31
"		105",°­¸ª,Feb-78,-0.5,3.8,11.2,1978-02-27,-4.6,-13.6,1978-02-01
"		105",°­¸ª,Mar-78,5.9,10.9,22,1978-03-27,1.4,-6.2,1978-03-01
"		105",°­¸ª,Apr-78,13.5,19.3,28.9,1978-04-14,8.5,0.7,1978-04-03
"		105",°­¸ª,May-78,18.5,24.2,31.9,1978-05-26,13.1,6,1978-05-07
"		105",°­¸ª,Jun-78,22.2,26.8,33.8,1978-06-24,18.1,13.2,1978-06-05
"		105",°­¸ª,Jul-78,26.2,30.9,37.1,1978-07-04,22.8,18.5,1978-07-13
"		105",°­¸ª,Aug-78,25.7,30,35.3,1978-08-06,22.6,17.9,1978-08-31
"		105",°­¸ª,Sep-78,20.2,24.6,29.8,1978-09-24,16.8,13,1978-09-11
"		105",°­¸ª,Oct-78,14.8,20.4,30.5,1978-10-02,10.2,3.5,1978-10-29
"		105",°­¸ª,Nov-78,9.7,14.5,20.4,1978-11-05,5.7,-2.6,1978-11-28
"		105",°­¸ª,Dec-78,4.7,9.4,16.7,1978-12-08,1,-6.8,1978-12-30
"		105",°­¸ª,Jan-79,3.3,7.4,15,1979-01-08,-0.3,-7.8,1979-01-19
"		105",°­¸ª,Feb-79,3.7,8.4,20.3,1979-02-21,-0.3,-10,1979-02-02
"		105",°­¸ª,Mar-79,7.4,12.4,21.7,1979-03-28,3,-2.6,1979-03-02
"		105",°­¸ª,Apr-79,11.6,16.1,25.5,1979-04-23,6.9,1.8,1979-04-03
"		105",°­¸ª,May-79,17.1,22.2,34.9,1979-05-29,11.9,6.2,1979-05-17
"		105",°­¸ª,Jun-79,21.6,26,34,1979-06-23,18,14.2,1979-06-14
"		105",°­¸ª,Jul-79,23.6,27.4,35,1979-07-30,20.5,16,1979-07-18
"		105",°­¸ª,Aug-79,24.7,28.7,34.4,1979-08-11,21,14.3,1979-08-31
"		105",°­¸ª,Sep-79,19.9,24.5,30.4,1979-09-21,15.7,10.4,1979-09-27
"		105",°­¸ª,Oct-79,16.5,22.2,28.1,1979-10-10,11.4,5.8,1979-10-22
"		105",°­¸ª,Nov-79,8.9,14.3,26.1,1979-11-04,3.7,-6.9,1979-11-14
"		105",°­¸ª,Dec-79,5,9.8,15.7,1979-12-03,0.9,-6.8,1979-12-25
"		105",°­¸ª,Jan-80,-0.3,4.5,14.8,1980-01-27,-4.6,-13.6,1980-01-31
"		105",°­¸ª,Feb-80,-0.2,4.7,15.2,1980-02-26,-4.4,-12,1980-02-01
"		105",°­¸ª,Mar-80,5.9,10.5,19.7,1980-03-30,1.6,-2.4,1980-03-12
"		105",°­¸ª,Apr-80,10.7,16,25.6,1980-04-19,5.2,0.2,1980-04-15
"		105",°­¸ª,May-80,19.5,24.6,32.6,1980-05-22,14.6,8,1980-05-01
"		105",°­¸ª,Jun-80,23.5,28.9,34.7,1980-06-22,19.3,14.7,1980-06-09
"		105",°­¸ª,Jul-80,21.7,25.5,33.2,1980-07-24,19.1,15.4,1980-07-01
"		105",°­¸ª,Aug-80,20.8,23.7,31.2,1980-08-24,18.6,14.5,1980-08-01
"		105",°­¸ª,Sep-80,19.2,24.2,30.1,1980-09-15,15.2,9.8,1980-09-23
"		105",°­¸ª,Oct-80,13.8,18.7,28.8,1980-10-07,9.3,0.9,1980-10-26
"		105",°­¸ª,Nov-80,10.9,15.6,22.2,1980-11-06,6.2,0.5,1980-11-13
"		105",°­¸ª,Dec-80,-0.3,4.9,16.4,1980-12-01,-4.5,-12.4,1980-12-13
"		105",°­¸ª,Jan-81,-2.9,2.4,6.4,1981-01-08,-6.2,-9.9,1981-01-11
"		105",°­¸ª,Feb-81,0.4,4.8,14.1,1981-02-15,-3.3,-15.7,1981-02-26
"		105",°­¸ª,Mar-81,5.5,10.6,22.8,1981-03-19,1,-7.1,1981-03-10
"		105",°­¸ª,Apr-81,12.8,17.8,27.4,1981-04-22,7.7,1.2,1981-04-20
"		105",°­¸ª,May-81,16.6,22,31.4,1981-05-26,11.6,6.6,1981-05-18
"		105",°­¸ª,Jun-81,19.3,23.8,32.7,1981-06-17,15.1,6.2,1981-06-01
"		105",°­¸ª,Jul-81,25.2,29.1,36.4,1981-07-19,22.1,14.9,1981-07-04
"		105",°­¸ª,Aug-81,23.7,28.1,35.4,1981-08-03,20,15.7,1981-08-29
"		105",°­¸ª,Sep-81,19.1,23.9,30.5,1981-09-22,14.8,9.4,1981-09-29
"		105",°­¸ª,Oct-81,14.5,19.4,25.4,1981-10-05,9.5,1.5,1981-10-23
"		105",°­¸ª,Nov-81,6,10.2,16.2,1981-11-15,2.5,-4.9,1981-11-08
"		105",°­¸ª,Dec-81,3.4,8.1,14,1981-12-27,-0.3,-7.1,1981-12-15
"		105",°­¸ª,Jan-82,-0.3,4.4,14.2,1982-01-11,-4.2,-11.6,1982-01-29
"		105",°­¸ª,Feb-82,1.5,6,13.5,1982-02-27,-2.3,-10.6,1982-02-07
"		105",°­¸ª,Mar-82,6.7,11.5,21.7,1982-03-29,2,-4.2,1982-03-07
"		105",°­¸ª,Apr-82,12.5,17.7,27.4,1982-04-25,7,0.7,1982-04-09
"		105",°­¸ª,May-82,18.4,22.6,31.3,1982-05-11,13.8,6.4,1982-05-21
"		105",°­¸ª,Jun-82,20.7,25.1,32.9,1982-06-11,16.6,9.2,1982-06-03
"		105",°­¸ª,Jul-82,23.8,27.9,33.8,1982-07-10,20.2,16,1982-07-03
"		105",°­¸ª,Aug-82,25.3,29,34.7,1982-08-10,22.3,16.2,1982-08-24
"		105",°­¸ª,Sep-82,19.9,25.1,30.1,1982-09-20,15.2,11.4,1982-09-26
"		105",°­¸ª,Oct-82,16.1,21.7,29.9,1982-10-07,11.4,0.4,1982-10-25
"		105",°­¸ª,Nov-82,9.6,14.3,22.2,1982-11-07,5.9,-2.8,1982-11-25
"		105",°­¸ª,Dec-82,2.8,7.5,13,1982-12-21,-0.8,-6.7,1982-12-06
"		105",°­¸ª,Jan-83,1.2,6,13,1983-01-28,-2.4,-11,1983-01-10
"		105",°­¸ª,Feb-83,-0.1,4.5,12.5,1983-02-28,-3.7,-11,1983-02-13
"		105",°­¸ª,Mar-83,4.9,9.7,18.3,1983-03-20,0.5,-6.2,1983-03-08
"		105",°­¸ª,Apr-83,13.7,19.4,30.1,1983-04-25,8.4,0.5,1983-04-02
"		105",°­¸ª,May-83,18.5,23.6,34.7,1983-05-31,13.4,5,1983-05-07
"		105",°­¸ª,Jun-83,19,23.5,34.5,1983-06-14,15.7,11.7,1983-06-05
"		105",°­¸ª,Jul-83,23.1,26.9,36,1983-07-28,19.8,13.7,1983-07-12
"		105",°­¸ª,Aug-83,24.9,28.5,37.6,1983-08-04,21.9,16,1983-08-22
"		105",°­¸ª,Sep-83,20.8,25,31.3,1983-09-01,17.2,11.6,1983-09-30
"		105",°­¸ª,Oct-83,14.8,19.3,26.9,1983-10-02,10.9,3.7,1983-10-24
"		105",°­¸ª,Nov-83,8.5,13.6,20.2,1983-11-02,4.1,-3.8,1983-11-17
"		105",°­¸ª,Dec-83,2.1,6.9,13.9,1983-12-10,-1.7,-9.6,1983-12-25
"		105",°­¸ª,Jan-84,-2.7,2.3,8.7,1984-01-10,-6.1,-10.7,1984-01-26
"		105",°­¸ª,Feb-84,-1.6,3.2,7.9,1984-02-21,-5.3,-13.9,1984-02-07
"		105",°­¸ª,Mar-84,3.4,8.1,19.1,1984-03-29,-0.3,-4.7,1984-03-04
"		105",°­¸ª,Apr-84,8.9,13.6,22.2,1984-04-17,4.5,-0.6,1984-04-02
"		105",°­¸ª,May-84,16.7,21.5,29.3,1984-05-07,11.8,6.8,1984-05-01
"		105",°­¸ª,Jun-84,21.1,24.9,29.9,1984-06-13,17.5,14.2,1984-06-24
"		105",°­¸ª,Jul-84,23.9,27.7,35.2,1984-07-02,20.9,18,1984-07-20
"		105",°­¸ª,Aug-84,26.1,29.9,36.7,1984-08-11,23.1,18.8,1984-08-30
"		105",°­¸ª,Sep-84,20.1,24.3,28.8,1984-09-23,16.5,13.4,1984-09-27
"		105",°­¸ª,Oct-84,14.8,20,25.6,1984-10-25,9.7,3,1984-10-21
"		105",°­¸ª,Nov-84,10.2,14.8,25.9,1984-11-06,6,-1.2,1984-11-27
"		105",°­¸ª,Dec-84,2,6.5,15.4,1984-12-03,-1.5,-10.1,1984-12-25
"		105",°­¸ª,Jan-85,-1.9,3.3,9,1985-01-22,-5.8,-13.5,1985-01-14
"		105",°­¸ª,Feb-85,1.8,6.3,13.2,1985-02-06,-1.7,-8.9,1985-02-22
"		105",°­¸ª,Mar-85,5.6,10.2,15.9,1985-03-19,1.8,-3.9,1985-03-10
"		105",°­¸ª,Apr-85,12.2,17,30.1,1985-04-30,7.3,1.8,1985-04-13
"		105",°­¸ª,May-85,17.9,22.7,30.2,1985-05-17,12.7,7.3,1985-05-14
"		105",°­¸ª,Jun-85,20.1,24.1,31.7,1985-06-06,16.4,9.9,1985-06-15
"		105",°­¸ª,Jul-85,25.9,30.1,34.3,1985-07-24,22.4,18.5,1985-07-04
"		105",°­¸ª,Aug-85,25.9,29.5,36,1985-08-07,22.9,19.4,1985-08-31
"		105",°­¸ª,Sep-85,20.3,24.2,32.8,1985-09-03,17.3,10.1,1985-09-30
"		105",°­¸ª,Oct-85,15.6,20.1,26.7,1985-10-03,11.8,6.2,1985-10-18
"		105",°­¸ª,Nov-85,7.7,12,19,1985-11-05,3.8,-2.4,1985-11-29
"		105",°­¸ª,Dec-85,0.7,5.6,13.2,1985-12-04,-3.4,-10.7,1985-12-16
"		105",°­¸ª,Jan-86,-2,3.2,12.4,1986-01-19,-6.2,-15.2,1986-01-05
"		105",°­¸ª,Feb-86,-1.5,3.4,9.7,1986-02-12,-5.3,-9.2,1986-02-27
"		105",°­¸ª,Mar-86,4.5,9.3,18.5,1986-03-27,0.2,-3.8,1986-03-04
"		105",°­¸ª,Apr-86,12.4,17.7,24.7,1986-04-14,6.7,-0.5,1986-04-07
"		105",°­¸ª,May-86,17.6,22.9,32.3,1986-05-08,12,4.9,1986-05-10
"		105",°­¸ª,Jun-86,18.3,21.7,34,1986-06-08,15.2,10.8,1986-06-06
"		105",°­¸ª,Jul-86,21.2,24.7,35.8,1986-07-28,18.5,14.1,1986-07-02
"		105",°­¸ª,Aug-86,24,27.9,34.1,1986-08-19,20.9,15.8,1986-08-23
"		105",°­¸ª,Sep-86,19,23.3,30.9,1986-09-05,15.2,10.2,1986-09-30
"		105",°­¸ª,Oct-86,12.8,17.3,23.6,1986-10-05,8.8,2.4,1986-10-30
"		105",°­¸ª,Nov-86,8.3,12.9,19.6,1986-11-13,4.2,-2.1,1986-11-27
"		105",°­¸ª,Dec-86,4.9,9.3,18.1,1986-12-09,1.6,-4.9,1986-12-29
"		105",°­¸ª,Jan-87,0.7,5.4,10.7,1987-01-16,-2.9,-8.9,1987-01-14
"		105",°­¸ª,Feb-87,2.3,6.4,16.9,1987-02-10,-1.2,-7.6,1987-02-27
"		105",°­¸ª,Mar-87,5.2,9.6,18,1987-03-29,1.3,-5.8,1987-03-02
"		105",°­¸ª,Apr-87,12.8,18.4,27.9,1987-04-20,7.4,0.5,1987-04-01
"		105",°­¸ª,May-87,18.7,24,32.5,1987-05-21,13.5,6.2,1987-05-03
"		105",°­¸ª,Jun-87,21.2,26.1,36.9,1987-06-05,16.7,11.6,1987-06-16
"		105",°­¸ª,Jul-87,25,28.8,32.4,1987-07-11,21.8,17.8,1987-07-10
"		105",°­¸ª,Aug-87,23.4,26.7,31.4,1987-08-28,20.8,18,1987-08-31
"		105",°­¸ª,Sep-87,19.2,24,31.3,1987-09-20,15,8.5,1987-09-27
"		105",°­¸ª,Oct-87,16.2,21.2,30,1987-10-06,12.1,4.3,1987-10-22
"		105",°­¸ª,Nov-87,8.9,13.3,20.7,1987-11-12,5.1,-5.3,1987-11-30
"		105",°­¸ª,Dec-87,4.2,8.8,17.4,1987-12-28,0.5,-7.2,1987-12-02
"		105",°­¸ª,Jan-88,1.9,6.4,12.1,1988-01-14,-2.3,-11.3,1988-01-24
"		105",°­¸ª,Feb-88,0.1,4.8,10.5,1988-02-22,-3.9,-11.8,1988-02-03
"		105",°­¸ª,Mar-88,4.8,9.5,20.2,1988-03-13,0.4,-5.8,1988-03-03
"		105",°­¸ª,Apr-88,13.5,18.7,29.2,1988-04-28,8.8,2.3,1988-04-08
"		105",°­¸ª,May-88,17.9,23,34.4,1988-05-18,13,6.1,1988-05-09
"		105",°­¸ª,Jun-88,20.5,24.5,30.5,1988-06-07,17.2,13.9,1988-06-10
"		105",°­¸ª,Jul-88,22,25,32.3,1988-07-07,19.8,14.4,1988-07-31
"		105",°­¸ª,Aug-88,25.1,29,34.7,1988-08-03,21.9,16.9,1988-08-01
"		105",°­¸ª,Sep-88,20,23.9,28.4,1988-09-09,16.7,12.4,1988-09-26
"		105",°­¸ª,Oct-88,15.6,20.9,27.9,1988-10-10,11.4,4.5,1988-10-30
"		105",°­¸ª,Nov-88,8.1,12.8,20.6,1988-11-08,4.1,-4,1988-11-26
"		105",°­¸ª,Dec-88,3.7,8.5,16.8,1988-12-07,-0.1,-8.7,1988-12-16
"		105",°­¸ª,Jan-89,2.2,6.2,10.9,1989-01-01,-0.8,-9.5,1989-01-28
"		105",°­¸ª,Feb-89,3.7,8.1,14.6,1989-02-28,0.4,-6.2,1989-02-02
"		105",°­¸ª,Mar-89,6.7,10.8,18.6,1989-03-31,3,-4.3,1989-03-08
"		105",°­¸ª,Apr-89,14.5,19.8,26.6,1989-04-13,8.5,3.4,1989-04-02
"		105",°­¸ª,May-89,18.2,23.3,34.1,1989-05-31,13.2,6.6,1989-05-07
"		105",°­¸ª,Jun-89,19.9,23.9,33,1989-06-26,15.9,9.2,1989-06-11
"		105",°­¸ª,Jul-89,23.1,27.3,36.7,1989-07-20,19.7,13.1,1989-07-07
"		105",°­¸ª,Aug-89,23.7,27.7,33.9,1989-08-12,20.3,17.8,1989-08-25
"		105",°­¸ª,Sep-89,20.1,24.1,29.5,1989-09-02,16.9,12.9,1989-09-20
"		105",°­¸ª,Oct-89,15.1,20.1,26.7,1989-10-24,10.8,3.2,1989-10-17
"		105",°­¸ª,Nov-89,8.9,13,21,1989-11-02,5.7,-4.3,1989-11-30
"		105",°­¸ª,Dec-89,4.5,8.8,18.7,1989-12-04,1,-5.9,1989-12-27
"		105",°­¸ª,Jan-90,-0.3,4.2,11.6,1990-01-09,-3.9,-12.9,1990-01-24
"		105",°­¸ª,Feb-90,3.2,6.6,12.3,1990-02-17,0.7,-4.3,1990-02-02
"		105",°­¸ª,Mar-90,8,12.6,19,1990-03-10,4,-0.8,1990-03-08
"		105",°­¸ª,Apr-90,11.9,16.7,25,1990-04-11,7.2,2.8,1990-04-18
"		105",°­¸ª,May-90,18,22.4,31.8,1990-05-09,13.9,8,1990-05-02
"		105",°­¸ª,Jun-90,21,24.6,33.8,1990-06-23,17.8,14.1,1990-06-07
"		105",°­¸ª,Jul-90,23.5,26.6,35.4,1990-07-28,20.8,15.3,1990-07-01
"		105",°­¸ª,Aug-90,26.3,30.6,34.6,1990-08-01,22.9,19.3,1990-08-29
"		105",°­¸ª,Sep-90,19.9,24.2,33,1990-09-02,16.5,12,1990-09-19
"		105",°­¸ª,Oct-90,15.6,20.9,25.8,1990-10-05,11.6,5.6,1990-10-10
"		105",°­¸ª,Nov-90,11.8,15.8,23,1990-11-16,8,-1.7,1990-11-21
"		105",°­¸ª,Dec-90,4,8.8,16.1,1990-12-09,0,-9.1,1990-12-27
"		105",°­¸ª,Jan-91,0.3,5.2,11.2,1991-01-20,-3.1,-10.2,1991-01-05
"		105",°­¸ª,Feb-91,0.8,5.2,11.2,1991-02-12,-2.8,-13.3,1991-02-23
"		105",°­¸ª,Mar-91,5.5,9.5,21.1,1991-03-19,2,-2.7,1991-03-15
"		105",°­¸ª,Apr-91,12.7,18,26.8,1991-04-28,7.5,-1.2,1991-04-01
"		105",°­¸ª,May-91,17.1,21.7,31,1991-05-22,12.2,5.8,1991-05-04
"		105",°­¸ª,Jun-91,23.2,27.4,35.2,1991-06-28,18.9,14.1,1991-06-01
"		105",°­¸ª,Jul-91,24.6,28.1,32.9,1991-07-21,21.3,18.2,1991-07-07
"		105",°­¸ª,Aug-91,22.4,25.8,31,1991-08-01,19.3,14.4,1991-08-28
"		105",°­¸ª,Sep-91,20.4,24.7,30.3,1991-09-01,16.8,12,1991-09-29
"		105",°­¸ª,Oct-91,15,20.2,29.8,1991-10-02,10.3,4.5,1991-10-20
"		105",°­¸ª,Nov-91,9.5,14.8,20.8,1991-11-03,4.8,-0.5,1991-11-25
"		105",°­¸ª,Dec-91,4.9,9.4,19.7,1991-12-06,1.1,-8.3,1991-12-12
"		105",°­¸ª,Jan-92,2.6,7.3,13.6,1992-01-11,-0.6,-7.6,1992-01-19
"		105",°­¸ª,Feb-92,2.9,7.7,21.3,1992-02-28,-1.3,-6.2,1992-02-20
"		105",°­¸ª,Mar-92,6.4,10.6,19.9,1992-03-13,2.5,-3.6,1992-03-07
"		105",°­¸ª,Apr-92,13.6,18.3,29.4,1992-04-26,9.1,3.2,1992-04-08
"		105",°­¸ª,May-92,16.1,20.4,30.3,1992-05-20,11,6,1992-05-11
"		105",°­¸ª,Jun-92,20.5,25.1,32.3,1992-06-03,15.9,12,1992-06-20
"		105",°­¸ª,Jul-92,26.1,29.9,37.4,1992-07-29,22.3,17.6,1992-07-06
"		105",°­¸ª,Aug-92,22.4,25.1,29.6,1992-08-23,19.9,16.7,1992-08-26
"		105",°­¸ª,Sep-92,20.7,24.8,32.7,1992-09-04,17,10.2,1992-09-27
"		105",°­¸ª,Oct-92,14.2,18.9,26.3,1992-10-02,10.4,6.6,1992-10-26
"		105",°­¸ª,Nov-92,9,13.7,20.2,1992-11-19,4.4,-5.4,1992-11-27
"		105",°­¸ª,Dec-92,4.1,8.6,17.6,1992-12-01,0.3,-6.9,1992-12-23
"		105",°­¸ª,Jan-93,0.9,4.7,12.3,1993-01-01,-2.6,-9,1993-01-28
"		105",°­¸ª,Feb-93,3.1,7.5,21.4,1993-02-06,-1,-6.8,1993-02-24
"		105",°­¸ª,Mar-93,6.1,10.6,18.1,1993-03-25,1.7,-5.2,1993-03-02
"		105",°­¸ª,Apr-93,11.6,16.2,29.1,1993-04-18,7.2,0.9,1993-04-10
"		105",°­¸ª,May-93,16.9,21.3,31.2,1993-05-19,12.1,5.3,1993-05-03
"		105",°­¸ª,Jun-93,19.3,23,31.8,1993-06-27,16.1,10.7,1993-06-04
"		105",°­¸ª,Jul-93,20.4,23.2,31.4,1993-07-31,17.7,13.7,1993-07-03
"		105",°­¸ª,Aug-93,21.7,25,31.8,1993-08-23,18.4,15.7,1993-08-27
"		105",°­¸ª,Sep-93,20.6,25,30.5,1993-09-15,16,12,1993-09-30
"		105",°­¸ª,Oct-93,14.4,19.3,28,1993-10-09,9.6,3.4,1993-10-31
"		105",°­¸ª,Nov-93,10,13.5,23.6,1993-11-04,6.5,-5.8,1993-11-24
"		105",°­¸ª,Dec-93,3.1,7.7,11.7,1993-12-25,-1.2,-7.1,1993-12-22
"		105",°­¸ª,Jan-94,0.8,5.1,13.1,1994-01-09,-2.6,-9.2,1994-01-19
"		105",°­¸ª,Feb-94,2,6.8,14,1994-02-18,-2.1,-9.4,1994-02-10
"		105",°­¸ª,Mar-94,5.2,9.3,16.9,1994-03-30,1.2,-3.9,1994-03-10
"		105",°­¸ª,Apr-94,13.8,18.9,25.7,1994-04-28,8.5,0.9,1994-04-09
"		105",°­¸ª,May-94,18.3,23.2,30.8,1994-05-22,13.7,8.8,1994-05-19
"		105",°­¸ª,Jun-94,21.2,25.6,32.2,1994-06-29,16.5,11.5,1994-06-21
"		105",°­¸ª,Jul-94,28,32.3,39.3,1994-07-13,24.1,19.3,1994-07-01
"		105",°­¸ª,Aug-94,27.2,31.6,38.9,1994-08-06,23.4,16.8,1994-08-23
"		105",°­¸ª,Sep-94,21.2,25.8,34,1994-09-04,17.1,12,1994-09-28
"		105",°­¸ª,Oct-94,15.4,19.7,25,1994-10-06,11.3,5.4,1994-10-31
"		105",°­¸ª,Nov-94,10.9,15.9,23.9,1994-11-09,6.7,0.8,1994-11-27
"		105",°­¸ª,Dec-94,4.6,9.3,20.2,1994-12-01,0.4,-9.6,1994-12-16
"		105",°­¸ª,Jan-95,0.8,5.6,14.2,1995-01-07,-3.5,-10,1995-01-30
"		105",°­¸ª,Feb-95,2.8,7.7,14.8,1995-02-11,-1.2,-6.3,1995-02-01
"		105",°­¸ª,Mar-95,6,10.4,17.2,1995-03-07,1.8,-2,1995-03-02
"		105",°­¸ª,Apr-95,12.9,18.3,25,1995-04-25,7.4,1.4,1995-04-01
"		105",°­¸ª,May-95,17.3,22.5,32.4,1995-05-09,11.9,7.1,1995-05-13
"		105",°­¸ª,Jun-95,18.7,22.1,29.7,1995-06-29,15.1,10.6,1995-06-05
"		105",°­¸ª,Jul-95,25.3,29.2,36.5,1995-07-26,21.6,15.9,1995-07-18
"		105",°­¸ª,Aug-95,26.8,31,35.8,1995-08-14,23,16.5,1995-08-28
"		105",°­¸ª,Sep-95,19.7,24.1,32.6,1995-09-02,15.5,10.6,1995-09-17
"		105",°­¸ª,Oct-95,16.2,21.3,31.2,1995-10-14,11.4,3.7,1995-10-31
"		105",°­¸ª,Nov-95,9,14.6,22.5,1995-11-06,4,-2.1,1995-11-24
"		105",°­¸ª,Dec-95,2.1,7.3,12.3,1995-12-02,-1.9,-9.2,1995-12-30
"		105",°­¸ª,Jan-96,0.6,5.6,11.3,1996-01-13,-3.6,-10,1996-01-09
"		105",°­¸ª,Feb-96,0.8,5.5,19.1,1996-02-13,-3.6,-12,1996-02-02
"		105",°­¸ª,Mar-96,4.8,9.7,16.6,1996-03-14,0.2,-5.9,1996-03-12
"		105",°­¸ª,Apr-96,12.4,17.1,31.7,1996-04-27,7.2,-1.1,1996-04-02
"		105",°­¸ª,May-96,16.5,21.5,31.7,1996-05-25,11.5,7.4,1996-05-15
"		105",°­¸ª,Jun-96,19.6,23.2,30.5,1996-06-02,16.3,12.8,1996-06-05
"		105",°­¸ª,Jul-96,23.6,27.3,35.7,1996-07-29,20.6,14.6,1996-07-10
"		105",°­¸ª,Aug-96,23.6,27.4,34,1996-08-12,20.6,15.2,1996-08-24
"		105",°­¸ª,Sep-96,20.6,25.4,30.6,1996-09-11,16.5,12.4,1996-09-21
"		105",°­¸ª,Oct-96,15.1,19.9,26.1,1996-10-29,11.1,4.8,1996-10-26
"		105",°­¸ª,Nov-96,8,12.4,19.6,1996-11-05,4.1,-5.6,1996-11-30
"		105",°­¸ª,Dec-96,4,8.8,16.8,1996-12-29,-0.2,-9,1996-12-01
"		105",°­¸ª,Jan-97,0.1,5,13.2,1997-01-01,-3.9,-10.1,1997-01-21
"		105",°­¸ª,Feb-97,2.7,7.5,17.7,1997-02-24,-1.8,-5.9,1997-02-22
"		105",°­¸ª,Mar-97,7.6,12.8,22.1,1997-03-29,2.6,-2.4,1997-03-23
"		105",°­¸ª,Apr-97,13.6,18.1,27.3,1997-04-27,9.3,5.1,1997-04-18
"		105",°­¸ª,May-97,17.2,21.6,28.3,1997-05-01,12.7,6.9,1997-05-09
"		105",°­¸ª,Jun-97,21.5,25.5,35.2,1997-06-24,17.4,13.8,1997-06-05
"		105",°­¸ª,Jul-97,25.5,29.6,36.2,1997-07-14,22,18.2,1997-07-18
"		105",°­¸ª,Aug-97,25.4,29.4,35.6,1997-08-31,21.9,18.2,1997-08-15
"		105",°­¸ª,Sep-97,19.3,23.7,35.8,1997-09-01,15.3,11.3,1997-09-24
"		105",°­¸ª,Oct-97,15.3,20.7,28.6,1997-10-23,9.7,-0.5,1997-10-31
"		105",°­¸ª,Nov-97,10.1,14.4,21.6,1997-11-11,6.1,-0.9,1997-11-18
"		105",°­¸ª,Dec-97,3.7,7.8,15.4,1997-12-19,0.1,-9.5,1997-12-10
"		105",°­¸ª,Jan-98,0.4,4.3,10.8,1998-01-03,-3.5,-13.1,1998-01-24
"		105",°­¸ª,Feb-98,3.6,8,15.9,1998-02-12,-0.4,-4.6,1998-02-09
"		105",°­¸ª,Mar-98,9.4,14.4,27.1,1998-03-29,4.4,-1.3,1998-03-15
"		105",°­¸ª,Apr-98,15.2,19.9,33.6,1998-04-20,10.7,1.7,1998-04-02
"		105",°­¸ª,May-98,18.9,23.9,30.3,1998-05-22,13.5,7.2,1998-05-04
"		105",°­¸ª,Jun-98,19.7,23,33.3,1998-06-27,16.6,9.3,1998-06-07
"		105",°­¸ª,Jul-98,22.8,25.3,34.1,1998-07-07,20.4,16.1,1998-07-18
"		105",°­¸ª,Aug-98,24.4,28.1,33.8,1998-08-12,21.4,17.4,1998-08-29
"		105",°­¸ª,Sep-98,22,26.4,33.8,1998-09-06,17.8,13.6,1998-09-17
"		105",°­¸ª,Oct-98,17.4,21.8,26.6,1998-10-03,13.2,6.8,1998-10-20
"		105",°­¸ª,Nov-98,9.6,14.5,24.4,1998-11-15,5.1,-3.7,1998-11-19
"		105",°­¸ª,Dec-98,5.5,9.9,16.6,1998-12-18,2,-2.7,1998-12-10
"		105",°­¸ª,Jan-99,2.6,7.3,13.5,1999-01-05,-1.2,-9.6,1999-01-09
"		105",°­¸ª,Feb-99,3.8,8.1,14.4,1999-02-17,-0.1,-8.8,1999-02-03
"		105",°­¸ª,Mar-99,6.9,11.7,18.2,1999-03-31,2,-4.1,1999-03-22
"		105",°­¸ª,Apr-99,13.1,18,27.3,1999-04-22,8.1,1.2,1999-04-03
"		105",°­¸ª,May-99,18.6,23.4,31.5,1999-05-12,13.6,7.7,1999-05-11
"		105",°­¸ª,Jun-99,22.8,26.8,35,1999-06-15,19,15.5,1999-06-23
"		105",°­¸ª,Jul-99,24.1,26.9,34.4,1999-07-25,21.4,16.7,1999-07-06
"		105",°­¸ª,Aug-99,23.9,26.8,31.5,1999-08-21,21.2,18.5,1999-08-24
"		105",°­¸ª,Sep-99,22,25.5,33.3,1999-09-08,18.5,13.7,1999-09-21
"		105",°­¸ª,Oct-99,15.6,20.2,26.4,1999-10-08,11.4,3.7,1999-10-17
"		105",°­¸ª,Nov-99,9.6,14.2,21.1,1999-11-24,5.6,-2.9,1999-11-29
"		105",°­¸ª,Dec-99,3.6,7.8,13.5,1999-12-02,0.1,-8.3,1999-12-20
"		105",°­¸ª,Jan-00,0.8,4.9,11.6,2000-01-02,-2.4,-9.4,2000-01-26
"		105",°­¸ª,Feb-00,0.9,5.9,10,2000-02-12,-3.1,-7.2,2000-02-16
"		105",°­¸ª,Mar-00,8.1,13.8,22.9,2000-03-27,2.9,-3.8,2000-03-08
